,شهر,التاريخ,كود العميل,مدى الالتزام الفرع بالاجراءات الاحترازية,مدي رضاء العميل عن نظافة المكان,مدي رضاء العميل عن معاملة العاملين بالفرع,مدي رضاء العميل عن اسعار المنتجات داخل الفرع,مدي رضاء العميل عن تنوع المنتجات,نوع المكالمة
412,يونيو,2023-06-02,625517,5,5,5,5,5,شكر
413,يونيو,2023-06-02,623041,5,5,5,5,5,شكر
414,يونيو,2023-06-03,606026,5,5,5,5,5,شكر
415,يونيو,2023-06-03,511063,5,5,5,5,5,شكر
416,يونيو,2023-06-03,526431,5,5,5,5,5,شكوي
417,يونيو,2023-06-03,520078,5,5,5,5,5,شكر
418,يونيو,2023-06-03,2158358,5,5,5,5,5,شكر
419,يونيو,2023-06-03,635467,5,5,5,5,5,شكر
420,يونيو,2023-06-03,516411,5,5,5,5,5,شكر
421,يونيو,2023-06-03,516900,5,5,5,5,5,شكر
422,يونيو,2023-06-03,525672,5,5,5,5,5,شكر
423,يونيو,2023-06-03,615460,5,5,5,5,5,شكر
424,يونيو,2023-06-04,633484,5,5,5,5,5,شكر
425,يونيو,2023-06-04,511511,5,5,5,5,5,شكر
426,يونيو,2023-06-04,2157976,5,5,5,5,5,شكر
427,يونيو,2023-06-04,837488,5,5,5,4,5,شكر
428,يونيو,2023-06-04,618120,5,5,5,5,5,شكر
429,يونيو,2023-06-04,834885,5,5,5,5,5,شكر
430,يونيو,2023-06-04,520418,5,5,5,5,5,شكر
431,يونيو,2023-06-04,508910,5,5,5,5,5,شكر
432,يونيو,2023-06-04,2158738,5,5,5,5,5,شكر
433,يونيو,2023-06-04,612794,5,5,5,5,5,شكر
434,يونيو,2023-06-05,634967,5,5,5,5,5,شكر
435,يونيو,2023-06-05,2148888,5,5,5,5,5,شكر
436,يونيو,2023-06-05,634017,5,5,5,5,5,شكر
437,يونيو,2023-06-05,518366,5,5,5,5,5,شكر
438,يونيو,2023-06-05,616019,5,5,5,5,5,شكر
439,يونيو,2023-06-05,606548,5,5,5,5,5,شكر
440,يونيو,2023-06-05,2151390,5,5,5,5,5,شكر
441,يونيو,2023-06-05,621109,5,5,5,5,5,شكر
442,يونيو,2023-06-05,517179,5,5,5,5,5,شكر
443,يونيو,2023-06-05,516327,5,5,5,5,5,شكر
444,يونيو,2023-06-06,510021,5,5,5,5,5,شكر
445,يونيو,2023-06-06,837644,5,5,5,5,5,شكر
446,يونيو,2023-06-06,618796,5,5,5,5,5,شكر
447,يونيو,2023-06-06,2155513,5,5,5,5,5,شكر
448,يونيو,2023-06-06,523037,5,5,5,5,5,شكر
449,يونيو,2023-06-06,836864,5,5,5,5,5,شكر
450,يونيو,2023-06-06,527500,5,5,5,5,5,شكر
451,يونيو,2023-06-06,530004,5,5,5,5,5,شكر
452,يونيو,2023-06-06,608928,5,5,5,5,5,شكر
453,يونيو,2023-06-06,604713,5,5,5,5,5,شكر
454,يونيو,2023-06-07,519340,5,5,5,5,5,شكر
455,يونيو,2023-06-07,834466,5,5,5,5,5,شكر
456,يونيو,2023-06-07,622526,5,5,5,5,5,شكر
457,يونيو,2023-06-07,2158462,5,5,5,5,5,شكر
458,يونيو,2023-06-07,611417,5,5,5,5,5,شكر
459,يونيو,2023-06-07,2152056,5,5,5,5,5,شكر
460,يونيو,2023-06-07,789015,5,5,5,5,5,شكر
461,يونيو,2023-06-07,518984,5,5,5,5,5,شكر
462,يونيو,2023-06-07,603177,5,5,5,5,5,شكر
463,يونيو,2023-06-07,614008,5,5,5,5,5,شكر
464,يونيو,2023-06-08,45975,5,5,5,5,5,شكر
465,يونيو,2023-06-08,2155861,5,5,5,5,5,شكر
466,يونيو,2023-06-08,838538,5,5,5,5,5,شكر
467,يونيو,2023-06-08,837538,5,5,5,5,5,شكر
468,يونيو,2023-06-08,630108,5,5,5,5,5,شكر
469,يونيو,2023-06-08,611974,5,5,5,5,5,شكوي
470,يونيو,2023-06-08,512896,5,5,5,5,5,شكر
471,يونيو,2023-06-08,634633,5,5,5,5,5,شكر
472,يونيو,2023-06-08,509513,5,5,5,5,5,شكر
473,يونيو,2023-06-09,2151065,5,5,5,5,5,شكر
474,يونيو,2023-06-09,626255,5,5,5,5,5,شكوي
475,يونيو,2023-06-09,838766,5,5,5,5,5,شكر
476,يونيو,2023-06-09,513027,5,5,5,5,5,شكر
477,يونيو,2023-06-09,838459,5,5,5,5,5,شكر
478,يونيو,2023-06-09,838701,5,5,5,5,5,شكر
479,يونيو,2023-06-09,2158478,5,5,5,5,5,شكر
480,يونيو,2023-06-09,529154,5,5,5,5,5,شكر
481,يونيو,2023-06-09,520874,5,5,5,5,5,شكر
482,يونيو,2023-06-09,629377,5,5,5,5,5,شكر
483,يونيو,2023-06-10,620038,5,5,5,5,5,شكر
484,يونيو,2023-06-10,835444,5,5,5,5,5,شكر
485,يونيو,2023-06-10,836743,5,5,5,5,5,شكر
486,يونيو,2023-06-10,602352,5,5,5,5,5,شكوي
487,يونيو,2023-06-10,518033,5,5,5,5,5,شكر
488,يونيو,2023-06-10,510008,5,5,5,5,5,شكر
489,يونيو,2023-06-10,631406,5,5,5,5,5,شكر
490,يونيو,2023-06-10,523535,5,5,5,5,5,شكر
491,يونيو,2023-06-10,508998,5,5,5,5,5,شكر
492,يونيو,2023-06-10,510144,5,5,5,5,5,شكر
493,يونيو,2023-06-11,396009,5,5,5,5,5,شكر
494,يونيو,2023-06-11,613752,5,5,5,5,5,شكر
495,يونيو,2023-06-11,517775,5,5,5,5,5,شكر
496,يونيو,2023-06-11,528757,5,5,5,5,5,شكر
497,يونيو,2023-06-11,834681,5,5,5,5,5,شكر
498,يونيو,2023-06-11,620763,5,5,5,5,5,شكر
499,يونيو,2023-06-11,507990,5,5,5,5,5,شكر
500,يونيو,2023-06-11,632270,5,5,5,5,5,شكر
501,يونيو,2023-06-11,789242,5,5,5,5,5,شكر
502,يونيو,2023-06-11,634329,5,5,5,5,5,شكر
503,يونيو,2023-06-12,2112282,5,5,5,5,5,شكر
504,يونيو,2023-06-12,834768,5,5,5,5,5,شكر
505,يونيو,2023-06-12,510073,5,5,5,5,5,شكر
506,يونيو,2023-06-12,613904,5,5,5,5,5,شكر
507,يونيو,2023-06-12,615917,5,5,5,5,5,شكر
508,يونيو,2023-06-12,614381,5,5,5,5,5,شكر
509,يونيو,2023-06-12,515382,5,5,5,5,5,شكر
510,يونيو,2023-06-12,607535,5,5,5,5,5,شكوي
511,يونيو,2023-06-12,513216,5,5,5,5,5,شكر
512,يونيو,2023-06-12,834754,5,5,5,5,5,شكر
513,يونيو,2023-06-13,617615,5,5,5,5,5,شكوي
514,يونيو,2023-06-13,206736,5,5,5,5,5,شكر
515,يونيو,2023-06-13,507428,5,5,5,5,5,شكر
516,يونيو,2023-06-13,2150979,5,5,5,5,5,شكر
517,يونيو,2023-06-13,2155694,5,5,5,5,5,شكر
518,يونيو,2023-06-13,516503,5,5,5,5,5,شكر
519,يونيو,2023-06-13,605260,5,5,5,5,5,شكر
520,يونيو,2023-06-13,837431,5,5,5,5,5,شكر
521,يونيو,2023-06-13,837202,5,5,5,5,5,شكر
522,يونيو,2023-06-13,631962,5,5,5,5,5,شكوي
523,يونيو,2023-05-14,2151014,5,5,5,5,5,شكر
524,يونيو,2023-05-14,526124,5,5,5,5,5,شكر
525,يونيو,2023-05-14,835124,5,5,5,5,5,شكر
526,يونيو,2023-05-14,517928,5,5,5,5,5,شكر
527,يونيو,2023-05-14,622676,5,5,5,5,5,شكوي
528,يونيو,2023-05-14,525316,5,5,5,5,5,شكوي
529,يونيو,2023-05-14,514133,5,5,5,5,5,شكر
530,يونيو,2023-05-14,338446,5,5,5,5,5,شكر
531,يونيو,2023-05-14,633657,5,5,5,5,5,شكر
532,يونيو,2023-05-14,620843,5,5,5,5,5,شكر
533,يونيو,2023-05-14,838139,5,5,5,5,5,شكر
534,يونيو,2023-06-15,515479,5,5,5,5,5,شكر
535,يونيو,2023-06-15,39233,5,5,5,5,5,شكر
536,يونيو,2023-06-15,2151688,5,5,5,5,5,شكر
537,يونيو,2023-06-15,607100,5,5,5,5,5,شكر
538,يونيو,2023-06-15,604336,5,5,5,5,5,شكر
539,يونيو,2023-06-15,516756,5,5,5,5,5,شكوي
540,يونيو,2023-06-15,625247,5,5,5,5,5,شكر
541,يونيو,2023-06-15,612915,5,5,5,5,5,شكوي
542,يونيو,2023-06-15,521846,5,5,5,5,5,شكر
543,يونيو,2023-06-15,2151407,5,5,5,5,5,شكر
544,يونيو,2023-06-16,2151762,5,5,5,5,5,شكر
545,يونيو,2023-06-16,629243,5,5,5,5,5,شكر
546,يونيو,2023-06-16,2151757,5,5,5,5,5,شكوي
547,يونيو,2023-06-16,507610,5,5,5,5,5,شكر
548,يونيو,2023-06-16,607254,5,5,5,5,5,شكر
549,يونيو,2023-06-16,522084,5,5,5,5,5,شكر
550,يونيو,2023-06-16,2156738,5,5,5,5,5,شكر
551,يونيو,2023-06-16,615009,5,5,5,5,5,شكر
552,يونيو,2023-06-16,625658,5,5,5,5,5,شكر
553,يونيو,2023-06-16,835931,5,5,5,5,5,شكر
554,يونيو,2023-06-17,517099,5,5,5,5,5,شكر
555,يونيو,2023-06-17,2151943,5,5,5,5,5,شكر
556,يونيو,2023-06-17,519470,5,5,5,5,5,شكر
557,يونيو,2023-06-17,625651,5,5,5,5,5,شكر
558,يونيو,2023-06-17,603004,5,5,5,5,5,شكر
559,يونيو,2023-06-17,612685,5,5,5,5,5,شكر
560,يونيو,2023-06-17,511999,5,5,5,5,5,شكوي
561,يونيو,2023-06-17,517356,5,5,5,5,5,شكر
562,يونيو,2023-06-17,2151572,5,5,5,5,5,شكر
563,يونيو,2023-06-17,627332,5,5,5,5,5,شكر
564,يونيو,2023-06-18,2152968,5,5,5,5,5,شكر
565,يونيو,2023-06-18,524644,5,5,5,5,5,شكر
566,يونيو,2023-06-18,635285,5,5,5,5,5,شكر
567,يونيو,2023-06-18,602116,5,5,5,5,5,شكر
568,يونيو,2023-06-18,508663,5,5,5,5,5,شكر
569,يونيو,2023-06-18,607786,5,5,5,5,5,شكر
570,يونيو,2023-06-18,623234,5,5,5,5,5,اقتراح 
571,يونيو,2023-06-18,507563,5,5,5,5,5,شكر
572,يونيو,2023-06-18,618250,5,5,5,5,5,شكر
573,يونيو,2023-06-18,605339,5,5,5,5,5,شكر
574,يونيو,2023-06-19,520273,5,5,5,5,5,شكر
575,يونيو,2023-06-19,2158724,5,5,5,5,5,شكر
576,يونيو,2023-06-19,519346,5,5,5,5,5,شكر
577,يونيو,2023-06-19,617872,5,5,5,5,5,شكر
578,يونيو,2023-06-19,510325,5,5,5,5,5,شكر
579,يونيو,2023-06-19,511153,5,5,5,5,5,شكر
580,يونيو,2023-06-19,2128752,5,5,5,5,5,شكر
581,يونيو,2023-06-19,2151114,5,5,5,5,5,شكر
582,يونيو,2023-06-19,522231,5,5,5,5,5,شكر
583,يونيو,2023-06-19,608589,5,5,5,5,5,شكر
584,يونيو,2023-06-20,525601,5,5,5,5,5,شكر
585,يونيو,2023-06-20,524644,5,5,5,5,5,شكر
586,يونيو,2023-06-20,624082,5,5,5,5,5,شكر
587,يونيو,2023-06-20,622767,5,5,5,5,5,شكر
588,يونيو,2023-06-20,2155846,5,5,5,5,5,شكر
589,يونيو,2023-06-20,2151145,5,5,5,5,5,شكر
590,يونيو,2023-06-20,615576,5,5,5,5,5,شكوي
591,يونيو,2023-06-20,744038,5,5,5,5,5,شكر
592,يونيو,2023-06-20,623127,5,5,5,5,5,شكوي
593,يونيو,2023-06-20,835546,5,5,5,5,5,شكر
594,يونيو,2023-06-21,2152671,5,5,5,5,5,شكر
595,يونيو,2023-06-21,611174,5,5,5,5,5,شكر
596,يونيو,2023-06-21,635398,5,5,5,5,5,شكر
597,يونيو,2023-06-21,631138,5,5,5,5,5,شكر
598,يونيو,2023-06-21,603916,5,5,5,5,5,شكر
599,يونيو,2023-06-21,836161,5,5,5,5,5,شكر
600,يونيو,2023-06-21,629993,5,5,5,5,5,شكر
601,يونيو,2023-06-21,514394,5,5,5,5,5,شكر
602,يونيو,2023-06-21,2152421,5,5,5,5,5,شكوي
603,يونيو,2023-06-21,611293,5,5,5,5,5,شكر
604,يونيو,2023-06-22,514122,5,5,5,5,5,شكر
605,يونيو,2023-06-22,603950,5,5,5,5,5,شكر
606,يونيو,2023-06-22,456738,5,5,5,5,5,شكر
607,يونيو,2023-06-22,508116,5,5,5,5,5,شكر
608,يونيو,2023-06-22,613880,5,5,5,5,5,شكر
609,يونيو,2023-06-22,2152861,5,5,5,5,5,شكر
610,يونيو,2023-06-22,2156573,5,5,5,5,5,شكر
611,يونيو,2023-06-22,528734,5,5,5,5,5,شكر
612,يونيو,2023-06-22,837057,5,5,5,5,5,شكر
613,يونيو,2023-06-22,2152348,5,5,5,5,5,شكر
614,يوليو,2023-07-03,517531,5,5,5,5,5,شكر
615,يوليو,2023-07-03,526754,5,5,5,5,5,شكر
616,يوليو,2023-07-03,517667,1,1,1,1,1,شكوي
617,يوليو,2023-07-03,630173,5,5,5,5,5,شكر
618,يوليو,2023-07-03,508932,5,5,5,5,5,شكر
619,يوليو,2023-07-03,833880,5,5,5,5,5,شكوي
620,يوليو,2023-07-03,513187,5,5,5,5,5,شكر
621,يوليو,2023-07-03,629274,5,5,5,5,5,شكر
622,يوليو,2023-07-03,615917,5,5,5,5,5,شكر
623,يوليو,2023-07-03,509936,5,5,5,5,5,شكر
624,يوليو,2023-07-06,2153252,5,5,5,5,5,شكر
625,يوليو,2023-07-06,507517,5,5,5,5,5,شكر
626,يوليو,2023-07-06,622526,5,5,5,5,5,شكر
627,يوليو,2023-07-06,834678,5,5,5,5,5,شكر
628,يوليو,2023-07-06,113295,5,5,5,5,5,شكر
629,يوليو,2023-07-06,834187,5,5,5,5,5,شكر
630,يوليو,2023-07-06,2158774,5,5,5,5,5,شكر
631,يوليو,2023-07-06,835549,5,5,5,5,5,شكر
632,يوليو,2023-07-06,508089,5,5,5,5,5,شكر
633,يوليو,2023-07-06,635344,5,5,5,5,5,شكر
634,يوليو,2023-07-07,517156,5,5,5,5,5,شكر
635,يوليو,2023-07-07,2153180,5,5,5,5,5,شكر
636,يوليو,2023-07-07,835179,5,5,5,5,5,شكر
637,يوليو,2023-07-07,623602,5,5,5,5,5,شكر
638,يوليو,2023-07-07,633484,5,5,5,5,5,شكوي
639,يوليو,2023-07-07,621266,5,5,5,5,5,شكر
640,يوليو,2023-07-07,629732,5,5,5,5,5,شكر
641,يوليو,2023-07-07,600817,5,5,5,5,5,شكر
642,يوليو,2023-07-07,626935,5,5,5,5,5,شكوي
643,يوليو,2023-07-07,518646,5,5,5,5,5,شكر
644,يوليو,2023-07-08,515582,5,5,5,5,5,شكر
645,يوليو,2023-07-08,622366,5,5,5,5,5,شكر
646,يوليو,2023-07-08,635044,5,5,5,5,5,شكر
647,يوليو,2023-07-08,2158695,5,5,5,5,5,شكر
648,يوليو,2023-07-08,2156861,5,5,5,5,5,شكر
649,يوليو,2023-07-08,601033,5,5,5,5,5,شكر
650,يوليو,2023-07-08,633447,5,5,5,5,5,شكوي
651,يوليو,2023-07-08,619151,5,5,5,5,5,شكوي
652,يوليو,2023-07-08,603831,5,5,5,5,5,شكوي
653,يوليو,2023-07-08,618732,5,5,5,5,5,شكر
654,يوليو,2023-07-09,2158184,5,5,5,5,5,شكر
655,يوليو,2023-07-09,621845,5,5,5,5,5,شكوي
656,يوليو,2023-07-09,2156893,5,5,5,5,5,شكر
657,يوليو,2023-07-09,2152107,5,5,5,5,5,شكر
658,يوليو,2023-07-09,522310,5,5,5,5,5,شكر
659,يوليو,2023-07-09,625250,5,5,5,5,5,شكر
660,يوليو,2023-07-09,614662,5,5,5,5,5,شكر
661,يوليو,2023-07-09,838183,5,5,5,5,5,شكر
662,يوليو,2023-07-09,515512,5,5,5,5,5,شكر
663,يوليو,2023-07-09,624136,5,5,5,5,5,شكر
664,يوليو,2023-07-11,836526,5,5,5,5,5,شكر
665,يوليو,2023-07-11,605599,5,5,5,5,5,شكر
666,يوليو,2023-07-11,517748,5,5,5,5,5,شكر
667,يوليو,2023-07-11,521176,5,5,5,5,5,شكر
668,يوليو,2023-07-11,610192,5,5,5,5,5,شكر
669,يوليو,2023-07-11,634590,5,5,5,5,5,شكر
670,يوليو,2023-07-11,604871,5,5,5,5,5,شكر
671,يوليو,2023-07-11,838825,5,5,5,5,5,شكر
672,يوليو,2023-07-11,836259,5,5,5,5,5,شكر
673,يوليو,2023-07-11,837621,5,5,5,5,5,شكر
674,يوليو,2023-07-11,231580,5,5,5,5,5,شكر
675,يوليو,2023-07-11,631806,5,5,5,5,5,شكر
676,يوليو,2023-07-11,510024,5,5,5,5,5,شكر
677,يوليو,2023-07-11,528740,5,5,5,5,5,شكر
678,يوليو,2023-07-11,2152056,5,5,5,5,5,شكر
679,يوليو,2023-07-11,834599,5,5,5,5,5,شكر
680,يوليو,2023-07-11,2151952,5,5,5,5,5,اقتراح 
681,يوليو,2023-07-11,621583,5,5,5,5,5,شكر
682,يوليو,2023-07-11,523088,5,5,5,5,5,شكر
683,يوليو,2023-07-11,619047,5,5,5,5,5,شكر
684,يوليو,2023-07-12,530073,5,5,5,5,5,شكر
685,يوليو,2023-07-12,626480,5,5,5,5,5,شكر
686,يوليو,2023-07-12,522362,5,5,5,5,5,شكر
687,يوليو,2023-07-12,618984,5,5,5,5,5,شكر
688,يوليو,2023-07-12,525087,5,5,5,5,5,شكر
689,يوليو,2023-07-12,2151390,5,5,5,5,5,شكر
690,يوليو,2023-07-12,517293,5,5,5,5,5,شكر
691,يوليو,2023-07-12,608401,5,5,5,5,5,شكر
692,يوليو,2023-07-12,611974,5,5,5,5,5,شكر
693,يوليو,2023-07-12,525005,5,5,5,5,5,شكر
694,يوليو,2023-07-13,606483,5,5,5,5,5,شكر
695,يوليو,2023-07-13,2150189,5,5,5,5,5,شكر
696,يوليو,2023-07-13,523302,5,5,5,5,5,شكر
697,يوليو,2023-07-13,601629,5,5,5,5,5,شكر
698,يوليو,2023-07-13,837635,5,5,5,5,5,شكر
699,يوليو,2023-07-13,608873,5,5,5,5,5,شكر
700,يوليو,2023-07-13,608063,5,5,5,5,5,شكر
701,يوليو,2023-07-13,522924,5,5,5,5,5,شكوي
702,يوليو,2023-07-13,609990,5,5,5,5,5,شكر
703,يوليو,2023-07-13,838655,5,5,5,5,5,شكر
704,يوليو,2023-07-15,512974,5,5,5,3,5,اقتراح 
705,يوليو,2023-07-15,2155800,5,5,5,5,5,شكر
706,يوليو,2023-07-15,623045,5,5,5,5,5,شكر
707,يوليو,2023-07-15,627013,5,5,5,5,5,شكر
708,يوليو,2023-07-15,2155948,5,5,5,5,5,شكر
709,يوليو,2023-07-15,513464,5,5,5,5,5,شكر
710,يوليو,2023-07-15,628897,5,5,5,5,5,شكر
711,يوليو,2023-07-15,601901,5,5,5,5,5,شكر
712,يوليو,2023-07-15,837226,5,5,5,5,5,شكر
713,يوليو,2023-07-15,622697,5,5,5,5,5,شكر
714,يوليو,2023-07-16,625025,5,5,5,5,5,شكر
715,يوليو,2023-07-16,622034,5,5,5,5,5,شكر
716,يوليو,2023-07-16,628402,5,5,5,5,5,شكر
717,يوليو,2023-07-16,601159,5,5,5,5,5,شكر
718,يوليو,2023-07-16,2155854,5,5,5,5,5,شكر
719,يوليو,2023-07-16,602847,5,5,5,5,5,شكر
720,يوليو,2023-07-16,621109,5,5,5,5,5,شكر
721,يوليو,2023-07-16,605135,5,5,5,5,5,شكر
722,يوليو,2023-07-16,371454,5,5,5,5,5,شكر
723,يوليو,2023-07-16,630419,5,5,5,5,5,شكر
724,يوليو,2023-07-16,627091,5,5,5,5,5,شكر
725,يوليو,2023-07-17,610451,5,5,5,5,5,شكر
726,يوليو,2023-07-17,510227,5,5,5,5,5,شكر
727,يوليو,2023-07-17,521751,5,5,5,5,5,شكر
728,يوليو,2023-07-17,611595,5,5,5,5,5,شكر
729,يوليو,2023-07-17,520865,5,5,5,5,5,شكر
730,يوليو,2023-07-17,512976,5,5,5,5,5,شكر
731,يوليو,2023-07-17,512095,5,5,5,5,5,شكر
732,يوليو,2023-07-17,620919,5,5,5,5,5,شكر
733,يوليو,2023-07-17,837470,5,5,5,5,5,شكر
734,يوليو,2023-07-17,628079,5,5,5,5,5,شكر
735,يوليو,2023-07-18,627096,5,5,5,5,5,شكر
736,يوليو,2023-07-18,783807,5,5,5,5,5,شكوي
737,يوليو,2023-07-18,519210,5,5,5,5,5,شكر
738,يوليو,2023-07-18,517238,5,5,5,5,5,شكر
739,يوليو,2023-07-18,2156608,5,5,5,5,5,شكر
740,يوليو,2023-07-18,623713,5,5,5,5,5,شكر
741,يوليو,2023-07-18,619587,5,5,5,5,5,شكر
742,يوليو,2023-07-18,618276,5,5,5,5,5,شكر
743,يوليو,2023-07-18,836301,5,5,5,5,5,شكر
744,يوليو,2023-07-18,616071,5,5,5,5,5,شكر
745,يوليو,2023-07-19,619915,5,5,5,5,5,شكر
746,يوليو,2023-07-19,507661,5,5,5,5,5,شكر
747,يوليو,2023-07-19,2152925,5,5,5,5,5,شكر
748,يوليو,2023-07-19,511761,5,5,5,5,5,شكوي
749,يوليو,2023-07-19,514255,5,5,5,5,5,شكر
750,يوليو,2023-07-19,521544,5,5,5,5,5,شكوي
751,يوليو,2023-07-19,2151656,5,5,5,5,5,شكر
752,يوليو,2023-07-19,838380,5,5,5,5,5,شكر
753,يوليو,2023-07-19,631736,5,5,5,5,5,شكر
754,يوليو,2023-07-19,2151716,5,5,5,5,5,شكر
755,يوليو,2023-07-20,612743,5,5,5,5,5,شكر
756,يوليو,2023-07-20,835569,5,5,5,5,5,شكر
757,يوليو,2023-07-20,521785,5,5,5,5,5,شكر
758,يوليو,2023-07-20,2151662,5,5,5,5,5,شكر
759,يوليو,2023-07-20,628809,5,5,3,5,5,شكر
760,يوليو,2023-07-20,609743,5,5,5,5,5,شكر
761,يوليو,2023-07-20,600777,5,5,5,5,5,شكر
762,يوليو,2023-07-20,632270,5,5,5,5,5,شكر
763,يوليو,2023-07-20,738796,5,5,5,5,5,شكر
764,يوليو,2023-07-20,510290,5,5,5,5,5,اقتراح 
765,يوليو,2023-07-21,511768,5,5,5,5,5,شكر
766,يوليو,2023-07-21,615763,5,5,5,5,5,شكر
767,يوليو,2023-07-21,616676,5,5,5,5,5,شكر
768,يوليو,2023-07-21,606850,5,5,5,5,5,شكر
769,يوليو,2023-07-21,614593,5,5,5,5,5,شكر
770,يوليو,2023-07-21,512801,5,5,5,5,5,شكر
771,يوليو,2023-07-21,528295,5,5,5,5,5,شكر
772,يوليو,2023-07-21,518000,5,5,5,5,5,شكر
773,يوليو,2023-07-21,2153329,5,5,5,5,5,شكر
774,يوليو,2023-07-21,777019,5,5,5,5,5,شكر
775,يوليو,2023-07-22,526700,5,5,5,5,5,شكر
776,يوليو,2023-07-22,509389,5,5,5,5,5,شكر
777,يوليو,2023-07-22,2151958,5,5,5,5,5,شكر
778,يوليو,2023-07-22,612424,5,5,5,5,5,شكر
779,يوليو,2023-07-22,517156,5,5,5,5,5,شكر
780,يوليو,2023-07-22,507103,5,5,3,5,3,شكوي
781,يوليو,2023-07-22,631375,5,5,5,5,4,شكوي
782,يوليو,2023-07-22,620172,5,5,5,5,5,شكر
783,يوليو,2023-07-22,601921,5,5,5,5,5,شكر
784,يوليو,2023-07-22,507635,5,5,5,5,5,شكر
785,يوليو,2023-07-23,627247,5,5,5,5,5,شكر
786,يوليو,2023-07-23,838066,5,5,5,5,5,شكر
787,يوليو,2023-07-23,2154067,5,5,5,5,5,شكر
788,يوليو,2023-07-23,2151638,5,5,5,3,5,شكوي
789,يوليو,2023-07-23,510021,5,5,5,5,5,شكر
790,يوليو,2023-07-23,838304,5,5,5,5,5,شكر
791,يوليو,2023-07-23,513595,5,5,5,5,5,اقتراح 
792,يوليو,2023-07-23,626355,5,5,5,5,5,شكر
793,يوليو,2023-07-23,600649,5,5,5,5,5,شكر
794,يوليو,2023-07-23,739213,5,5,5,5,5,شكر
795,يوليو,2023-07-24,2151287,5,5,5,5,5,شكر
796,يوليو,2023-07-24,2153974,5,5,5,5,5,شكر
797,يوليو,2023-07-24,507653,5,5,5,5,5,شكر
798,يوليو,2023-07-24,607463,5,5,5,5,5,شكر
799,يوليو,2023-07-24,615576,5,5,5,5,5,شكر
800,يوليو,2023-07-24,2151613,5,5,5,5,5,شكر
801,يوليو,2023-07-24,2150998,5,5,5,5,5,شكر
802,يوليو,2023-07-24,605384,5,5,5,5,5,شكر
803,يوليو,2023-07-24,836788,5,5,5,5,5,شكر
804,يوليو,2023-07-24,510314,5,5,5,5,5,شكر
805,يوليو,2023-07-26,517834,5,5,5,5,5,شكر
806,يوليو,2023-07-26,513075,5,5,5,5,5,شكر
807,يوليو,2023-07-26,2156893,5,5,5,5,5,شكر
808,يوليو,2023-07-26,514804,5,5,5,5,5,شكر
809,يوليو,2023-07-26,603256,5,5,5,5,3,شكر
810,يوليو,2023-07-26,608558,5,5,5,5,5,شكر
811,يوليو,2023-07-26,620763,5,5,5,5,5,شكر
812,يوليو,2023-07-26,629414,5,5,5,5,5,شكر
813,يوليو,2023-07-26,607193,5,5,5,5,5,شكر
814,يوليو,2023-07-26,623234,5,5,5,5,5,شكر
815,يوليو,2023-07-27,519213,5,5,5,5,5,شكر
816,يوليو,2023-07-27,625129,5,5,5,5,5,شكر
817,يوليو,2023-07-27,618615,5,5,5,5,5,شكر
818,يوليو,2023-07-27,519530,5,5,5,5,5,شكر
819,يوليو,2023-07-27,617855,5,5,5,5,5,شكر
820,يوليو,2023-07-27,630468,5,5,5,5,5,شكر
821,يوليو,2023-07-27,2158695,5,5,5,5,5,شكر
822,يوليو,2023-07-27,625974,5,5,5,5,5,شكر
823,يوليو,2023-07-27,539643,5,5,5,5,5,شكر
824,يوليو,2023-07-27,610892,5,5,5,5,5,شكر
