,شهر,التاريخ,كود العميل,مدى الالتزام الفرع بالاجراءات الاحترازية,مدي رضاء العميل عن نظافة المكان,مدي رضاء العميل عن معاملة العاملين بالفرع,مدي رضاء العميل عن اسعار المنتجات داخل الفرع,مدي رضاء العميل عن تنوع المنتجات,نوع المكالمة
825,يوليو,2023-07-28,611249,5,5,5,5,5,شكر
826,يوليو,2023-07-28,529733,5,5,5,5,5,شكر
827,يوليو,2023-07-28,837566,5,5,5,5,5,شكر
828,يوليو,2023-07-28,629718,5,5,5,5,5,شكر
829,يوليو,2023-07-28,837974,5,5,5,5,5,شكر
830,يوليو,2023-07-28,509742,5,5,5,5,5,شكر
831,يوليو,2023-07-28,515923,5,5,5,5,5,شكر
832,يوليو,2023-07-28,518134,5,5,5,5,5,شكر
833,يوليو,2023-07-28,604022,5,5,5,5,5,شكر
834,يوليو,2023-07-28,601901,5,5,5,5,5,شكر
835,يوليو,2023-07-29,2153722,5,5,5,5,5,شكر
836,يوليو,2023-07-29,621818,5,5,5,5,5,شكر
837,يوليو,2023-07-29,617958,5,5,5,5,5,شكر
838,يوليو,2023-07-29,620271,5,5,5,5,5,شكر
839,يوليو,2023-07-29,2154235,5,5,5,5,5,شكر
840,يوليو,2023-07-29,624495,5,5,5,5,5,شكر
841,يوليو,2023-07-29,2151743,5,5,5,5,5,شكر
842,يوليو,2023-07-29,525174,5,5,5,5,5,شكر
843,يوليو,2023-07-29,836803,5,5,5,5,5,شكر
844,يوليو,2023-07-29,508355,5,5,5,5,5,شكر
845,يوليو,2023-07-30,2151870,5,5,5,5,5,اقتراح 
846,يوليو,2023-07-30,529721,5,5,5,5,5,شكر
847,يوليو,2023-07-30,604651,5,5,5,5,5,شكر
848,يوليو,2023-07-30,2158733,5,5,5,5,5,شكر
849,يوليو,2023-07-30,619727,5,5,5,5,5,شكر
850,يوليو,2023-07-30,509962,5,5,5,1,5,شكوي
851,يوليو,2023-07-30,615889,5,5,5,5,5,شكر
852,يوليو,2023-07-30,616177,5,5,5,5,5,شكر
853,يوليو,2023-07-30,630496,5,5,5,2,5,شكوي
854,يوليو,2023-07-30,2151321,5,5,5,5,5,شكر
855,يوليو,2023-07-31,626535,5,5,5,5,5,شكر
856,يوليو,2023-07-31,838081,5,5,5,5,5,اقتراح 
857,يوليو,2023-07-31,525162,5,5,5,5,5,شكر
858,يوليو,2023-07-31,834851,5,5,5,5,5,شكر
859,يوليو,2023-07-31,529226,5,5,5,5,5,شكر
860,يوليو,2023-07-31,608734,5,5,5,5,5,شكر
861,يوليو,2023-07-31,611731,2,5,1,5,5,شكوي
862,يوليو,2023-07-31,522453,5,5,5,5,5,شكر
863,يوليو,2023-07-31,632191,5,5,5,5,5,شكوي
864,يوليو,2023-07-31,512428,5,5,5,5,5,شكوي
865,اغسطس,2023-08-01,511869,5,5,5,5,5,اقتراح
866,اغسطس,2023-08-01,519739,5,5,5,5,5,شكر 
867,اغسطس,2023-08-01,836837,5,5,5,5,5,شكر 
868,اغسطس,2023-08-01,522517,5,5,5,5,5,شكر 
869,اغسطس,2023-08-01,2155854,5,5,5,5,5,شكر 
870,اغسطس,2023-08-01,834481,2,3,5,5,3,شكوي
871,اغسطس,2023-08-01,633823,5,5,5,5,5,شكر 
872,اغسطس,2023-08-01,525672,5,5,5,5,5,شكر 
873,اغسطس,2023-08-01,621509,5,5,5,5,5,شكر 
874,اغسطس,2023-08-01,523037,5,5,5,5,5,شكر 
875,اغسطس,2023-08-02,627296,5,5,5,5,5,شكر 
876,اغسطس,2023-08-02,632655,5,5,5,5,5,شكر 
877,اغسطس,2023-08-02,516199,5,5,5,5,5,شكر 
878,اغسطس,2023-08-02,630091,5,5,5,5,5,شكر 
879,اغسطس,2023-08-02,616268,4,4,1,4,4,شكوي
880,اغسطس,2023-08-02,617957,5,5,5,5,5,شكر 
881,اغسطس,2023-08-02,628552,5,5,5,5,5,شكر 
882,اغسطس,2023-08-02,2153826,5,5,5,5,5,شكر 
883,اغسطس,2023-08-02,2151397,5,5,5,5,5,شكر 
884,اغسطس,2023-08-02,835478,5,5,5,5,5,شكر 
885,اغسطس,2023-08-03,632021,5,5,5,5,5,شكر 
886,اغسطس,2023-08-03,622550,5,5,5,5,5,شكر 
887,اغسطس,2023-08-03,518497,5,5,5,5,5,شكر 
888,اغسطس,2023-08-03,523924,5,5,5,5,5,اقتراح
889,اغسطس,2023-08-03,626890,5,5,5,5,5,شكر 
890,اغسطس,2023-08-03,529698,5,5,5,5,5,شكر 
891,اغسطس,2023-08-03,623594,5,5,1,5,5,شكوي
892,اغسطس,2023-08-03,838065,5,5,5,5,5,شكر 
893,اغسطس,2023-08-03,629562,5,5,5,5,5,شكر 
894,اغسطس,2023-08-03,606733,5,5,5,5,5,شكر 
895,اغسطس,2023-08-04,519340,2,2,2,2,2,شكوي
896,اغسطس,2023-08-04,632573,5,5,5,5,5,شكر 
897,اغسطس,2023-08-04,602352,5,5,5,5,5,شكر 
898,اغسطس,2023-08-04,2156608,5,5,5,5,5,شكر 
899,اغسطس,2023-08-04,831596,5,5,5,5,5,شكر 
900,اغسطس,2023-08-04,521242,3,3,3,3,3,شكوي
901,اغسطس,2023-08-04,630703,5,5,5,5,5,شكر 
902,اغسطس,2023-08-04,510417,5,5,5,5,5,شكر 
903,اغسطس,2023-08-04,520924,2,2,2,2,2,شكوي
904,اغسطس,2023-08-04,513607,5,5,5,5,5,شكر 
905,اغسطس,2023-08-05,606875,5,5,5,5,5,شكر 
906,اغسطس,2023-08-05,632510,5,5,5,5,5,شكر 
907,اغسطس,2023-08-05,605306,5,5,5,5,5,شكر 
908,اغسطس,2023-08-05,629716,5,5,5,5,5,شكر 
909,اغسطس,2023-08-05,510330,5,5,5,5,5,شكر 
910,اغسطس,2023-08-05,605599,5,5,5,5,5,شكر 
911,اغسطس,2023-08-05,631322,5,5,5,5,5,شكر 
912,اغسطس,2023-08-05,623956,5,5,5,5,5,شكر 
913,اغسطس,2023-08-05,618519,5,5,5,5,5,شكر 
914,اغسطس,2023-08-05,621890,5,5,5,5,5,شكر 
915,اغسطس,2023-08-06,835444,5,5,5,5,5,شكر 
916,اغسطس,2023-08-06,601901,5,5,5,5,5,شكر 
917,اغسطس,2023-08-06,522685,5,5,5,5,5,شكر 
918,اغسطس,2023-08-06,834533,5,5,5,5,5,شكر 
919,اغسطس,2023-08-06,517732,5,5,5,5,5,شكر 
920,اغسطس,2023-08-06,419047,5,5,5,5,5,شكر 
921,اغسطس,2023-08-06,739242,5,5,5,5,5,شكر 
922,اغسطس,2023-08-06,508393,5,5,5,5,5,شكر 
923,اغسطس,2023-08-06,571846,5,5,5,5,5,شكر 
924,اغسطس,2023-08-06,517953,5,5,5,5,5,شكر 
925,اغسطس,2023-08-08,522167,5,5,5,5,5,شكر 
926,اغسطس,2023-08-08,601092,5,5,5,5,5,شكر 
927,اغسطس,2023-08-08,834519,5,5,5,5,5,شكر 
928,اغسطس,2023-08-08,510147,5,5,5,5,5,شكر 
929,اغسطس,2023-08-08,620038,5,5,5,5,5,شكر 
930,اغسطس,2023-08-08,523088,4,4,4,4,4,شكوي
931,اغسطس,2023-08-08,2154437,5,5,5,5,5,شكر 
932,اغسطس,2023-08-08,834286,5,5,5,5,5,شكر 
933,اغسطس,2023-08-08,609952,5,5,5,5,5,شكر 
934,اغسطس,2023-08-08,513106,3,3,3,3,3,شكوي
935,اغسطس,2023-08-09,607254,5,5,5,5,5,شكر 
936,اغسطس,2023-08-09,635398,5,5,5,5,5,شكر 
937,اغسطس,2023-08-09,631727,5,5,5,5,5,شكر 
938,اغسطس,2023-08-09,2150042,5,5,5,5,5,شكر 
939,اغسطس,2023-08-09,2154222,5,5,5,5,5,شكر 
940,اغسطس,2023-08-09,2152842,5,5,5,5,5,شكر 
941,اغسطس,2023-08-09,517984,5,5,5,5,5,شكر 
942,اغسطس,2023-08-09,230052,5,5,5,5,5,شكر 
943,اغسطس,2023-08-09,513860,5,5,5,5,5,شكر 
944,اغسطس,2023-08-09,786449,5,5,5,5,5,شكر 
945,اغسطس,2023-08-10,633484,5,5,5,5,5,شكر 
946,اغسطس,2023-08-10,527614,5,5,5,5,5,شكر 
947,اغسطس,2023-08-10,605395,5,5,5,5,5,شكر 
948,اغسطس,2023-08-10,631889,5,5,5,5,5,شكر 
949,اغسطس,2023-08-10,513724,5,5,5,5,5,شكر 
950,اغسطس,2023-08-10,615871,5,5,5,5,5,شكر 
951,اغسطس,2023-08-10,614662,5,5,5,5,5,شكر 
952,اغسطس,2023-08-10,526522,5,5,5,5,5,شكر 
953,اغسطس,2023-08-10,321675,5,5,5,5,5,شكر 
954,اغسطس,2023-08-10,633179,5,5,5,5,5,شكر 
955,اغسطس,2023-08-10,2150336,5,5,5,5,5,شكر 
956,اغسطس,2023-08-11,604338,5,5,5,5,5,اقتراح
957,اغسطس,2023-08-11,836783,5,5,5,5,5,شكر 
958,اغسطس,2023-08-11,518000,5,5,5,5,5,شكر 
959,اغسطس,2023-08-11,611652,5,5,1,5,5,شكوي
960,اغسطس,2023-08-11,604888,5,5,5,5,5,شكر 
961,اغسطس,2023-08-11,629715,5,5,5,5,5,شكر 
962,اغسطس,2023-08-11,622638,5,5,5,5,5,شكر 
963,اغسطس,2023-08-11,2155846,5,5,1,5,5,شكر 
964,اغسطس,2023-08-11,612625,5,5,5,5,5,شكر 
965,اغسطس,2023-08-11,528120,5,5,5,5,5,اقتراح
966,اغسطس,2023-08-13,837635,5,5,5,5,5,شكر 
967,اغسطس,2023-08-13,516584,5,5,5,5,5,شكر 
968,اغسطس,2023-08-13,2152505,5,5,5,5,5,شكر 
969,اغسطس,2023-08-13,2152399,5,5,5,5,5,شكر 
970,اغسطس,2023-08-13,2156653,5,5,5,5,5,شكر 
971,اغسطس,2023-08-13,517531,5,5,5,5,5,شكر 
972,اغسطس,2023-08-13,628897,5,5,5,5,5,شكر 
973,اغسطس,2023-08-13,622778,5,5,5,5,5,شكر 
974,اغسطس,2023-08-13,605402,5,5,5,5,5,شكر 
975,اغسطس,2023-08-13,516335,5,5,5,5,5,شكر 
976,اغسطس,2023-08-14,634068,5,5,5,5,5,شكر 
977,اغسطس,2023-08-14,527391,5,5,5,5,5,شكر 
978,اغسطس,2023-08-14,665163,5,5,5,5,5,شكر 
979,اغسطس,2023-08-14,522084,5,5,5,5,5,شكر 
980,اغسطس,2023-08-14,513918,5,5,5,5,5,شكر 
981,اغسطس,2023-08-14,611039,5,5,5,5,5,شكر 
982,اغسطس,2023-08-14,527301,5,5,5,5,5,شكر 
983,اغسطس,2023-08-14,517855,5,5,5,5,5,شكر 
984,اغسطس,2023-08-14,602939,5,5,5,5,5,شكر 
985,اغسطس,2023-08-14,2158420,5,5,5,5,5,شكوي
986,اغسطس,2023-08-15,508523,5,5,5,5,5,شكر 
987,اغسطس,2023-08-15,2156836,5,5,5,5,5,شكر 
988,اغسطس,2023-08-15,522101,5,5,5,5,5,شكر 
989,اغسطس,2023-08-15,2151333,5,5,5,5,5,شكر 
990,اغسطس,2023-08-15,634558,5,5,5,5,5,شكر 
991,اغسطس,2023-08-15,438878,5,5,5,5,5,شكر 
992,اغسطس,2023-08-15,614995,5,5,5,5,5,شكر 
993,اغسطس,2023-08-15,2150056,5,5,5,5,5,شكوي
994,اغسطس,2023-08-15,822474,5,5,5,5,5,شكر 
995,اغسطس,2023-08-15,614867,5,5,5,5,5,شكر 
996,اغسطس,2023-08-25,361198,5,5,5,5,5,شكر 
997,اغسطس,2023-08-25,614008,5,5,5,5,5,شكر 
998,اغسطس,2023-08-25,608457,5,5,5,5,5,شكر 
999,اغسطس,2023-08-25,628339,5,5,5,5,5,شكر 
1000,اغسطس,2023-08-25,615509,5,5,5,5,5,شكر 
1001,اغسطس,2023-08-25,608511,5,5,5,5,5,شكر 
1002,اغسطس,2023-08-25,530195,5,5,5,5,5,شكر 
1003,اغسطس,2023-08-25,836920,5,5,5,5,5,شكر 
1004,اغسطس,2023-08-25,513236,5,5,5,5,5,شكر 
1005,اغسطس,2023-08-25,606887,5,5,5,5,5,شكر 
1006,اغسطس,2023-08-25,511714,5,5,5,5,5,شكر 
1007,سبتمبر,2023-09-04,621651,5,5,5,5,5,شكر 
1008,سبتمبر,2023-09-04,517916,5,5,5,1,5,شكوي
1009,سبتمبر,2023-09-04,2158492,5,5,5,5,5,شكر 
1010,سبتمبر,2023-09-04,516411,5,5,5,5,5,شكر 
1011,سبتمبر,2023-09-04,630191,5,5,5,5,5,شكر 
1012,سبتمبر,2023-09-04,601731,5,5,5,5,5,شكر 
1013,سبتمبر,2023-09-04,2152682,5,5,5,5,5,شكر 
1014,سبتمبر,2023-09-04,516795,5,5,5,5,5,شكر 
1015,سبتمبر,2023-09-04,601164,5,5,5,5,5,شكر 
1016,سبتمبر,2023-09-04,613237,5,5,5,5,5,شكر 
1017,سبتمبر,2023-09-05,2152671,5,5,1,5,5,شكوي
1018,سبتمبر,2023-09-05,510417,5,5,5,5,5,شكر 
1019,سبتمبر,2023-09-05,611946,5,5,5,5,5,شكر 
1020,سبتمبر,2023-09-05,620301,5,5,5,5,5,شكر 
1021,سبتمبر,2023-09-05,514555,5,5,5,5,5,شكر 
1022,سبتمبر,2023-09-05,838459,5,5,5,5,5,شكر 
1023,سبتمبر,2023-09-05,507897,5,5,5,5,5,شكوي
1024,سبتمبر,2023-09-05,635247,5,5,5,5,5,شكر 
1025,سبتمبر,2023-09-05,623949,5,1,5,5,5,شكوي
1026,سبتمبر,2023-09-05,634329,5,5,1,5,5,شكوي
1027,سبتمبر,2023-09-06,594928,5,5,5,5,5,شكر 
1028,سبتمبر,2023-09-06,621845,5,5,5,5,5,شكوي
1029,سبتمبر,2023-09-06,2152081,5,5,5,5,5,شكر 
1030,سبتمبر,2023-09-06,508860,5,5,5,5,5,شكر 
1031,سبتمبر,2023-09-06,526124,5,5,5,5,5,شكر 
1032,سبتمبر,2023-09-06,837625,5,5,5,5,5,شكر 
1033,سبتمبر,2023-09-06,838725,5,5,5,5,5,شكر 
1034,سبتمبر,2023-09-06,2155800,5,5,5,5,5,شكر 
1035,سبتمبر,2023-09-06,610967,5,5,5,5,5,شكر 
1036,سبتمبر,2023-09-06,516675,5,5,5,5,5,شكر 
1037,سبتمبر,2023-09-09,603954,5,5,5,5,5,شكر 
1038,سبتمبر,2023-09-09,526736,5,5,5,5,5,شكر 
1039,سبتمبر,2023-09-09,613156,5,5,5,5,5,شكر 
1040,سبتمبر,2023-09-09,626946,5,5,5,5,5,شكر 
1041,سبتمبر,2023-09-09,529366,5,5,5,5,5,شكر 
1042,سبتمبر,2023-09-09,617185,5,5,5,5,5,شكر 
1043,سبتمبر,2023-09-09,738996,5,5,5,5,5,شكر 
1044,سبتمبر,2023-09-09,625323,5,5,5,5,5,شكر 
1045,سبتمبر,2023-09-09,509389,5,5,5,5,5,شكر 
1046,سبتمبر,2023-09-09,631394,5,5,5,5,5,شكر 
1047,سبتمبر,2023-09-11,527255,5,5,5,5,5,شكر 
1048,سبتمبر,2023-09-11,516455,5,5,1,5,5,شكوي
1049,سبتمبر,2023-09-11,604397,5,5,5,5,5,شكر 
1050,سبتمبر,2023-09-11,530138,5,5,5,5,5,شكر 
1051,سبتمبر,2023-09-11,518000,5,5,5,5,5,شكر 
1052,سبتمبر,2023-09-11,600770,5,5,5,5,5,شكر 
1053,سبتمبر,2023-09-11,603498,5,5,5,5,5,شكر 
1054,سبتمبر,2023-09-11,617982,5,5,5,1,5,شكوي
1055,سبتمبر,2023-09-11,2158925,5,5,5,5,5,شكر 
1056,سبتمبر,2023-09-11,523383,5,5,5,5,5,شكر 
1057,سبتمبر,2023-09-14,624082,5,5,5,5,5,شكر 
1058,سبتمبر,2023-09-14,2150184,5,5,5,5,5,شكر 
1059,سبتمبر,2023-09-14,612598,5,5,5,5,5,شكر 
1060,سبتمبر,2023-09-14,2158706,5,5,5,5,5,شكر 
1061,سبتمبر,2023-09-14,516584,5,5,5,5,5,شكر 
1062,سبتمبر,2023-09-14,625555,5,5,5,5,5,شكر 
1063,سبتمبر,2023-09-14,526754,5,5,5,5,5,شكر 
1064,سبتمبر,2023-09-14,508910,5,5,5,5,5,شكر 
1065,سبتمبر,2023-09-14,515742,5,5,5,5,5,شكر 
1066,سبتمبر,2023-09-14,511589,4,4,4,4,4,شكوي
1067,سبتمبر,2023-09-14,621945,5,5,5,5,5,شكر 
1068,سبتمبر,2023-09-15,25277,5,5,5,5,5,شكر 
1069,سبتمبر,2023-09-15,630419,5,5,5,5,5,شكر 
1070,سبتمبر,2023-09-15,521687,5,5,5,5,5,شكر 
1071,سبتمبر,2023-09-15,633986,5,5,5,5,5,شكر 
1072,سبتمبر,2023-09-15,510133,5,5,5,5,5,شكر 
1073,سبتمبر,2023-09-15,608018,5,5,5,5,5,شكر 
1074,سبتمبر,2023-09-15,529459,5,5,5,5,5,شكر 
1075,سبتمبر,2023-09-15,631298,5,5,5,5,5,شكر 
1076,سبتمبر,2023-09-15,611438,5,5,5,5,5,شكر 
1077,سبتمبر,2023-09-15,528340,5,5,5,5,5,شكر 
1078,سبتمبر,2023-09-15,521728,5,5,5,5,5,شكر 
1079,سبتمبر,2023-09-16,605916,5,5,5,5,5,شكر 
1080,سبتمبر,2023-09-16,2120023,5,5,5,5,5,شكر 
1081,سبتمبر,2023-09-16,634039,5,5,5,5,5,شكر 
1082,سبتمبر,2023-09-16,513290,5,5,5,5,5,شكر 
1083,سبتمبر,2023-09-16,738806,5,5,5,5,5,شكر 
1084,سبتمبر,2023-09-16,513849,5,5,5,5,5,شكر 
1085,سبتمبر,2023-09-16,510442,5,5,5,5,5,شكر 
1086,سبتمبر,2023-09-16,527287,1,1,1,5,5,شكوي
1087,سبتمبر,2023-09-16,2152144,5,5,5,5,5,شكر 
1088,سبتمبر,2023-09-16,601842,5,5,5,5,5,شكر 
1089,سبتمبر,2023-09-17,526700,5,5,5,5,5,شكر 
1090,سبتمبر,2023-09-17,2156608,5,5,5,5,5,شكر 
1091,سبتمبر,2023-09-17,611711,5,5,5,5,5,شكر 
1092,سبتمبر,2023-09-17,522224,5,5,5,5,5,شكر 
1093,سبتمبر,2023-09-17,624891,5,5,5,5,5,شكر 
1094,سبتمبر,2023-09-17,612507,5,5,5,5,5,شكر 
1095,سبتمبر,2023-09-17,511156,5,5,5,5,5,شكر 
1096,سبتمبر,2023-09-17,511999,5,5,5,5,5,شكر 
1097,سبتمبر,2023-09-17,606483,5,5,5,5,5,شكر 
1098,سبتمبر,2023-09-17,524846,5,5,5,5,5,شكر 
1099,سبتمبر,2023-09-18,202200,5,5,5,5,5,شكر 
1100,سبتمبر,2023-09-18,627992,5,5,5,5,5,شكر 
1101,سبتمبر,2023-09-18,633953,5,5,5,5,5,شكر 
1102,سبتمبر,2023-09-18,517732,5,5,5,5,5,شكر 
1103,سبتمبر,2023-09-18,607920,5,5,5,5,5,شكر 
1104,سبتمبر,2023-09-18,510865,5,5,5,5,5,شكر 
1105,سبتمبر,2023-09-18,509559,5,5,5,1,5,شكوي
1106,سبتمبر,2023-09-18,603114,5,5,5,5,5,شكر 
1107,سبتمبر,2023-09-18,508959,5,5,5,5,5,شكر 
1108,سبتمبر,2023-09-18,340818,5,5,5,5,5,شكر 
1109,سبتمبر,2023-09-19,515273,5,5,5,5,5,شكر 
1110,سبتمبر,2023-09-19,2130204,5,5,5,5,5,شكر 
1111,سبتمبر,2023-09-19,507281,5,5,5,5,5,شكر 
1112,سبتمبر,2023-09-19,617408,5,5,5,5,5,شكر 
1113,سبتمبر,2023-09-19,835985,5,5,5,5,5,شكر 
1114,سبتمبر,2023-09-19,521751,5,5,5,5,5,شكر 
1115,سبتمبر,2023-09-19,609528,5,5,5,5,5,شكر 
1116,سبتمبر,2023-09-19,2153998,5,5,5,5,5,شكر 
1117,سبتمبر,2023-09-19,2151559,5,5,5,5,5,شكر 
1118,سبتمبر,2023-09-19,789055,5,5,5,5,5,شكر 
1119,سبتمبر,2023-09-20,508554,5,5,5,5,5,شكر 
1120,سبتمبر,2023-09-20,517810,5,5,5,5,5,شكر 
1121,سبتمبر,2023-09-20,528261,5,5,5,5,5,شكر 
1122,سبتمبر,2023-09-20,835817,5,5,5,5,5,شكر 
1123,سبتمبر,2023-09-20,519307,5,5,5,5,5,شكر 
1124,سبتمبر,2023-09-20,621871,5,5,5,5,5,شكر 
1125,سبتمبر,2023-09-20,609388,5,5,5,5,5,شكر 
1126,سبتمبر,2023-09-20,520954,5,5,5,5,5,شكر 
1127,سبتمبر,2023-09-20,519519,5,5,5,5,5,شكر 
1128,سبتمبر,2023-09-20,615509,5,5,5,5,5,شكر 
1129,سبتمبر,2023-09-21,361198,5,5,5,5,5,شكر 
1130,سبتمبر,2023-09-21,2154030,5,5,5,5,5,شكر 
1131,سبتمبر,2023-09-21,622647,5,5,5,5,5,شكر 
1132,سبتمبر,2023-09-21,632116,5,5,5,5,5,شكر 
1133,سبتمبر,2023-09-21,603105,5,5,5,5,5,شكر 
1134,سبتمبر,2023-09-21,624495,5,5,5,5,5,شكر 
1135,سبتمبر,2023-09-21,2150350,5,5,5,5,5,شكر 
1136,سبتمبر,2023-09-21,836558,5,5,5,5,5,شكر 
1137,سبتمبر,2023-09-21,610484,5,5,5,5,5,شكر 
1138,سبتمبر,2023-09-21,837337,5,5,5,5,5,شكر 
1139,سبتمبر,2023-09-22,526893,5,5,5,5,5,شكر 
1140,سبتمبر,2023-09-22,836282,5,5,5,5,5,شكر 
1141,سبتمبر,2023-09-22,837138,5,5,5,5,5,شكر 
1142,سبتمبر,2023-09-22,614188,5,5,5,5,5,شكر 
1143,سبتمبر,2023-09-22,230052,4,4,4,4,4,شكوي
1144,سبتمبر,2023-09-22,775244,5,5,5,5,5,شكر 
1145,سبتمبر,2023-09-22,2154067,5,5,5,5,5,شكر 
1146,سبتمبر,2023-09-22,527391,5,5,5,5,5,شكر 
1147,سبتمبر,2023-09-22,490130,5,5,5,5,5,شكر 
1148,سبتمبر,2023-09-22,226099,5,5,5,5,5,شكر 
1149,سبتمبر,2023-09-22,512337,5,5,5,5,5,شكر 
1150,سبتمبر,2023-09-23,2153260,5,5,5,5,5,شكر 
1151,سبتمبر,2023-09-23,521279,5,5,1,5,5,شكوي
1152,سبتمبر,2023-09-23,514846,5,5,5,5,5,شكر 
1153,سبتمبر,2023-09-23,608511,5,5,5,5,5,شكر 
1154,سبتمبر,2023-09-23,836655,5,5,5,5,5,شكر 
1155,سبتمبر,2023-09-23,613842,5,5,5,5,5,شكر 
1156,سبتمبر,2023-09-23,517625,5,5,5,5,5,شكر 
1157,سبتمبر,2023-09-23,838005,5,5,5,5,5,شكر 
1158,سبتمبر,2023-09-23,2151788,5,5,5,5,5,شكر 
1159,سبتمبر,2023-09-23,522310,5,5,5,5,5,شكر 
1160,سبتمبر,2023-09-24,625025,5,5,5,5,5,شكر 
1161,سبتمبر,2023-09-24,835540,5,5,5,5,5,شكر 
1162,سبتمبر,2023-09-24,629108,5,5,5,5,5,شكر 
1163,سبتمبر,2023-09-24,602976,5,5,5,5,5,شكر 
1164,سبتمبر,2023-09-24,527416,5,5,5,5,5,شكوي
1165,سبتمبر,2023-09-24,615908,5,5,5,5,5,شكر 
1166,سبتمبر,2023-09-24,528102,5,5,5,5,5,شكر 
1167,سبتمبر,2023-09-24,601088,5,5,5,5,5,شكر 
1168,سبتمبر,2023-09-24,228479,5,5,5,5,5,شكر 
1169,سبتمبر,2023-09-24,508397,5,5,5,5,5,شكوي
1170,سبتمبر,2023-09-25,603513,5,5,5,5,5,شكر 
1171,سبتمبر,2023-09-25,514925,5,5,5,5,5,شكر 
1172,سبتمبر,2023-09-25,2154235,5,5,5,5,5,شكر 
1173,سبتمبر,2023-09-25,837764,5,5,5,5,5,شكر 
1174,سبتمبر,2023-09-25,525347,5,5,5,5,5,شكر 
1175,سبتمبر,2023-09-25,836255,5,5,5,5,5,شكر 
1176,سبتمبر,2023-09-25,615245,5,5,5,5,5,شكر 
1177,سبتمبر,2023-09-25,2156741,5,5,5,5,5,شكر 
1178,سبتمبر,2023-09-25,513709,5,5,5,5,5,شكر 
1179,سبتمبر,2023-09-25,835702,5,5,5,5,5,شكر 
1180,سبتمبر,2023-09-26,166455,5,5,5,5,5,شكر 
1181,سبتمبر,2023-09-26,625175,5,5,5,5,5,شكر 
1182,سبتمبر,2023-09-26,521727,5,5,5,5,5,اقتراح
1183,سبتمبر,2023-09-26,604473,5,5,5,5,5,شكر 
1184,سبتمبر,2023-09-26,623661,5,5,5,5,5,شكر 
1185,سبتمبر,2023-09-26,602287,5,5,5,5,5,شكر 
1186,سبتمبر,2023-09-26,631138,5,5,5,5,5,شكر 
1187,سبتمبر,2023-09-26,634491,5,5,5,5,5,شكر 
1188,سبتمبر,2023-09-26,602116,5,5,5,5,5,اقتراح
1189,سبتمبر,2023-09-26,627809,5,5,5,5,5,اقتراح
1190,سبتمبر,2023-09-27,526171,5,5,5,5,5,شكر 
1191,سبتمبر,2023-09-27,524553,5,5,5,5,5,شكر 
1192,سبتمبر,2023-09-27,625140,5,5,5,5,5,شكر 
1193,سبتمبر,2023-09-27,837656,5,5,5,5,5,شكر 
1194,سبتمبر,2023-09-27,516507,5,5,5,5,5,شكر 
1195,سبتمبر,2023-09-27,630074,5,5,5,5,5,شكر 
1196,سبتمبر,2023-09-27,836333,5,5,5,5,5,شكر 
1197,سبتمبر,2023-09-27,379456,5,5,5,5,5,شكر 
1198,سبتمبر,2023-09-27,602591,5,5,5,5,5,شكر 
1199,سبتمبر,2023-09-27,615662,5,5,5,5,5,شكر 
1200,سبتمبر,2023-09-27,614008,5,5,5,5,5,شكر 
1201,سبتمبر,2023-09-29,2153952,5,5,5,5,5,شكر 
1202,سبتمبر,2023-09-29,621434,5,5,5,5,5,شكر 
1203,سبتمبر,2023-09-29,519495,5,5,5,5,5,شكر 
1204,سبتمبر,2023-09-29,521288,5,5,5,5,5,شكر 
1205,سبتمبر,2023-09-29,604608,5,5,5,5,5,شكر 
1206,سبتمبر,2023-09-29,604103,5,5,5,5,5,شكر 
1207,سبتمبر,2023-09-29,2158827,5,5,5,5,5,شكر 
1208,سبتمبر,2023-09-29,2158348,5,5,5,5,5,شكر 
1209,سبتمبر,2023-09-29,526248,5,5,5,5,5,شكر 
1210,سبتمبر,2023-09-29,524471,5,5,5,5,5,شكر 
1211,سبتمبر,2023-09-30,2156737,5,5,5,5,5,شكر 
1212,سبتمبر,2023-09-30,627876,5,5,5,5,5,شكر 
1213,سبتمبر,2023-09-30,606907,5,5,5,5,5,شكر 
1214,سبتمبر,2023-09-30,617304,5,5,5,5,5,شكر 
1215,سبتمبر,2023-09-30,525621,5,5,5,5,5,شكر 
1216,سبتمبر,2023-09-30,525965,5,5,5,5,5,شكر 
1217,سبتمبر,2023-09-30,507975,5,5,5,5,5,شكر 
1218,سبتمبر,2023-09-30,2156653,5,5,5,5,5,شكر 
1219,سبتمبر,2023-09-30,618156,5,5,5,5,5,شكر 
1220,سبتمبر,2023-09-30,618114,5,5,5,5,5,شكر 
